3.781429510479938361e-01,1.035460399706534140e+00
3.776473679161616581e-01,1.043786780195081088e+00
3.699408370942806057e-01,1.054723421880068956e+00
3.666925736559072391e-01,1.064648671935646940e+00
3.670564311528999313e-01,1.073568378809203416e+00
3.887824355827895761e-01,1.081535668203640110e+00
3.853444481404852406e-01,1.092110463848565471e+00
3.848187361660961314e-01,1.101764240783593030e+00
4.029047168253379607e-01,1.110516523912174813e+00
3.996488953651188281e-01,1.121405794398515399e+00
3.986370728249273854e-01,1.131348688472403330e+00
3.962536532465926742e-01,1.144148791173616120e+00
3.957001380011387903e-01,1.155275400997856972e+00
3.973091626171229573e-01,1.165794877043982103e+00
3.966136276721954346e-01,1.177852869033813477e+00
