1.377240061759948730e+00,2.017391204833984375e+00
1.400979280471801758e+00,2.018647670745849609e+00
1.392063140869140625e+00,2.032586336135864258e+00
1.403817296028137207e+00,2.038733959197998047e+00
1.423230051994323730e+00,2.046392679214477539e+00
1.445634961128234863e+00,2.052907705307006836e+00
1.434385299682617188e+00,2.064601182937622070e+00
1.436241626739501953e+00,2.071370840072631836e+00
1.442889094352722168e+00,2.077128648757934570e+00
1.456127285957336426e+00,2.081037044525146484e+00
1.455574512481689453e+00,2.094541072845458984e+00
1.459210991859436035e+00,2.105474472045898438e+00
1.466763019561767578e+00,2.115132331848144531e+00
1.445903897285461426e+00,2.126222372055053711e+00
1.431367039680480957e+00,2.135900259017944336e+00
1.422580361366271973e+00,2.146075010299682617e+00
1.420247077941894531e+00,2.154259443283081055e+00
1.420754909515380859e+00,2.160347700119018555e+00
1.425142049789428711e+00,2.165717840194702148e+00
1.432394146919250488e+00,2.170980453491210938e+00
1.442352533340454102e+00,2.176964998245239258e+00
1.453925251960754395e+00,2.182436704635620117e+00
1.444631457328796387e+00,2.189516544342041016e+00
1.438405036926269531e+00,2.195489168167114258e+00
1.435246467590332031e+00,2.201186656951904297e+00
1.434887647628784180e+00,2.206360578536987305e+00
1.437293529510498047e+00,2.210994958877563477e+00
1.442497134208679199e+00,2.215225934982299805e+00
1.449602484703063965e+00,2.219349861145019531e+00
1.458435893058776855e+00,2.223380804061889648e+00
1.468803763389587402e+00,2.227800130844116211e+00
1.480179786682128906e+00,2.232331037521362305e+00
1.473084926605224609e+00,2.237336158752441406e+00
1.467665433883666992e+00,2.242240667343139648e+00
1.464329957962036133e+00,2.246896266937255859e+00
1.467594385147094727e+00,2.251452445983886719e+00
1.472527742385864258e+00,2.255358457565307617e+00
1.479039907455444336e+00,2.259128808975219727e+00
1.487248182296752930e+00,2.263275861740112305e+00
1.496742010116577148e+00,2.267407894134521484e+00
1.506743907928466797e+00,2.271367073059082031e+00
1.501847505569458008e+00,2.275974512100219727e+00
1.498671293258666992e+00,2.280376672744750977e+00
1.505628108978271484e+00,2.285453081130981445e+00
1.513338565826416016e+00,2.289611577987670898e+00
1.517993569374084473e+00,2.295776605606079102e+00
1.523459196090698242e+00,2.300877571105957031e+00
1.521443367004394531e+00,2.307027339935302734e+00
1.522931456565856934e+00,2.314599275588989258e+00
1.524746060371398926e+00,2.321564435958862305e+00
1.523346066474914551e+00,2.330717325210571289e+00
1.301330327987670898e+00,2.231179475784301758e+00
1.322622776031494141e+00,2.228482723236083984e+00
1.270345568656921387e+00,2.247505903244018555e+00
1.259345889091491699e+00,2.252034187316894531e+00
1.263535737991333008e+00,2.252618551254272461e+00
1.278905987739562988e+00,2.253351926803588867e+00
1.303871989250183105e+00,2.259793519973754883e+00
1.329576730728149414e+00,2.264471292495727539e+00
1.357756972312927246e+00,2.266660928726196289e+00
1.385535955429077148e+00,2.266007423400878906e+00
1.413860797882080078e+00,2.265552759170532227e+00
1.387220501899719238e+00,2.272765636444091797e+00
1.368449687957763672e+00,2.277163743972778320e+00
1.357984542846679688e+00,2.282620906829833984e+00
1.354473710060119629e+00,2.288166284561157227e+00
1.355078458786010742e+00,2.292152166366577148e+00
1.359616041183471680e+00,2.295190334320068359e+00
1.367101192474365234e+00,2.297448396682739258e+00
1.378589868545532227e+00,2.299026727676391602e+00
1.391119241714477539e+00,2.301451444625854492e+00
1.384102463722229004e+00,2.307053089141845703e+00
1.379719853401184082e+00,2.311441183090209961e+00
1.379035949707031250e+00,2.315005540847778320e+00
1.381276130676269531e+00,2.318115472793579102e+00
1.385657072067260742e+00,2.321732759475708008e+00
1.404880285263061523e+00,2.326526880264282227e+00
1.423459529876708984e+00,2.330373287200927734e+00
1.416742324829101562e+00,2.335294723510742188e+00
1.412339210510253906e+00,2.340743780136108398e+00
1.410659432411193848e+00,2.346011400222778320e+00
1.410728812217712402e+00,2.350865840911865234e+00
1.413949489593505859e+00,2.355100154876708984e+00
1.418771743774414062e+00,2.359021186828613281e+00
1.430172324180603027e+00,2.363430023193359375e+00
1.442219972610473633e+00,2.366577625274658203e+00
1.436561465263366699e+00,2.371775627136230469e+00
1.432814836502075195e+00,2.376572608947753906e+00
1.430428147315979004e+00,2.380660533905029297e+00
