1.974275532168541014e+00
1.974293828226826530e+00,5.639253446324552499e-01
1.974312005622570476e+00,5.639304536003539869e-01,9.115244299935617786e-03
1.974330301534591436e+00,5.639355611558146686e-01,9.115246088677942185e-03,1.008226650841171912e-01
1.974348597373530190e+00,5.639409073892536206e-01,9.115227920063461234e-03,1.008238644451406457e-01,7.592255611436765639e-02
1.974372872340657503e+00,5.639477102567110878e-01,9.115243270614147714e-03,1.008250062864094326e-01,7.592342101036003710e-02,3.890400518329221319e-02
1.974397248004968741e+00,5.639547216625208081e-01,9.115226203361397744e-03,1.008261872894803540e-01,7.592432735351591078e-02,3.890469526170966391e-02,5.353629854540762484e-02
1.974421504102787495e+00,5.639617315528895336e-01,9.115208754128599489e-03,1.008273697318424339e-01,7.592523596205670577e-02,3.890514543319206070e-02,5.353644536527382702e-02,3.640589119539608311e-03
1.974439781729725452e+00,5.639668081011948164e-01,9.115248457113591177e-03,1.008281423235461022e-01,7.592627791699765871e-02,3.890555037660659021e-02,5.353662088802157298e-02,3.640583896775479150e-03,1.508965747774753709e-02
1.974458059285657097e+00,5.639721182607062566e-01,9.115228544148337025e-03,1.008293915568668347e-01,7.592684424310987279e-02,3.890571832046085810e-02,5.353679687814032889e-02,3.640382306318810327e-03,1.508955913630762383e-02,7.352132434384250730e-03
1.974476336770582208e+00,5.639771945306539802e-01,9.115218390606246585e-03,1.008301644705867500e-01,7.592741270408531751e-02,3.890612361006780262e-02,5.353673427659547124e-02,3.640377120463609770e-03,1.508965310107586097e-02,7.352070706509699315e-03,1.430412795033421045e-02
1.974494614184501673e+00,5.639825069479411646e-01,9.115227745016827796e-03,1.008309375452498685e-01,7.592798133122809212e-02,3.890652907285289952e-02,5.353714895110232852e-02,3.640371952509965318e-03,1.508977145181504206e-02,7.352005263823443125e-03,1.430418220342960685e-02,7.564810816442614841e-03
1.974512772512071024e+00,5.639875816718288304e-01,9.115217161903802975e-03,1.008321872618840737e-01,7.592902395310587027e-02,3.890693470881267241e-02,5.353708695751100560e-02,3.640349902809794126e-03,1.508967243045229896e-02,7.352184779385245901e-03,1.430418192129548523e-02,7.564703074260521222e-03,1.635723038327190548e-03
1.974531049783935011e+00,5.639928938111616885e-01,9.115226083538270629e-03,1.008329606585439825e-01,7.592959094528330122e-02,3.890734051794449838e-02,5.353726350826600033e-02,3.640344770462137017e-03,1.508976571845472431e-02,7.352122587247761701e-03,1.430419647391566358e-02,7.564784606547952234e-03,1.635721826923587250e-03,2.382448595427841698e-03
1.974555387136925688e+00,5.639996218372080872e-01,9.115230547958628332e-03,1.008341939242896335e-01,7.593055139814117172e-02,3.890784607465934408e-02,5.353746665421570822e-02,3.640362798884438054e-03,1.508959535375645027e-02,7.352063566313739654e-03,1.430419215294274904e-02,7.564837897550664471e-03,1.635738554194925273e-03,2.382405998995429982e-03,8.784559820680087894e-02
1.974106581362650159e+00,5.640282480847875757e-01,7.201666232196245535e-03,1.014906782394346813e-01,7.587341004281668300e-02,7.685681692628186512e-02,8.520208404793717244e-03,1.123629465728809979e-02,6.144416290615200942e-03,1.425980205573715472e-02,7.592525975642868720e-03,1.641860129784686448e-03,2.362762417803349231e-03,8.783345454590846257e-02,2.921133431525282237e-02
1.973995724080547909e+00,5.665168110286887826e-01,6.628274785242075327e-03,1.013165012875893722e-01,1.138504402946546451e-01,3.167635943363158318e-02,5.254531888109844999e-03,1.944941204889274545e-03,1.394555514176874615e-02,7.560848527006315545e-03,1.651724032424538129e-03,2.332993964603482379e-03,8.780640136522495365e-02,2.922110844511065231e-02,3.448803969087323867e-02
1.978349848732513516e+00,5.672197640859172330e-01,5.765427314745771165e-03,1.397869871406933751e-01,6.876073285577895267e-02,2.498024371387076031e-02,9.138142796083929820e-03,1.365653502673200119e-02,7.399918463775616989e-03,1.622296819461931756e-03,2.307346977941288763e-03,8.776014816026456167e-02,2.924315706428875020e-02,3.449984823089211061e-02,2.031192011374348058e-02
1.981761293223362808e+00,5.690082925249617674e-01,4.193312192873584893e-02,9.545501687904463239e-02,6.201186071336098338e-02,3.257322095145061269e-02,1.832002508631077470e-02,8.311250810882585965e-03,1.909323394392574685e-03,2.339336049896000979e-03,8.771768163848492339e-02,2.928096644059372672e-02,3.452603324283567282e-02,2.032430927349139146e-02,1.176312425118255199e-02
1.986616955415527075e+00,5.109606619157193164e-01,5.018738705567986000e-03,8.973787025452457933e-02,7.012758061753709971e-02,3.820628931590316218e-02,1.656559337335055532e-02,5.412447715111082247e-03,2.878522649904520069e-03,8.779986613329140988e-02,2.931614832947833024e-02,3.457091029076104355e-02,2.035159025441814554e-02,1.177434201404546459e-02,9.371738927150336657e-03
1.887199719700345391e+00,5.401703906870790606e-01,1.405713359901921040e-02,9.833367223647372646e-02,7.428666538855745183e-02,3.870556300487823509e-02,1.608840423467453387e-02,6.277998845103361335e-03,8.840225797938108809e-02,2.924706806863101513e-02,3.461295484602321115e-02,2.039847581254793443e-02,1.179947386195387589e-02,9.378285404593176763e-03,9.959090755278988960e-03
1.888875268725104473e+00,5.457170180944781457e-01,8.697162276192471272e-03,9.806962970034699412e-02,7.370564129424739264e-02,3.836523156115220767e-02,1.659347499869331596e-02,9.059822502862917293e-02,2.876098888426265043e-02,3.452834823011324134e-02,2.043906662901050567e-02,1.184156211173276532e-02,9.393031614196051260e-03,9.960829403138398569e-03,7.252622923959076151e-03
1.899164810146665827e+00,5.437080992691100123e-01,5.666048881271718712e-03,9.770278407911893448e-02,7.370572936507291395e-02,3.887398898261434921e-02,9.698926369871836706e-02,2.738019717833798175e-02,3.395503561990483032e-02,2.035037011447883917e-02,1.187978262037398154e-02,9.418905336699074857e-03,9.964614854939934929e-03,7.249909346522863916e-03,3.794517289282966360e-03
