5.274940133094787598e-01,2.550410747528076172e+00
5.276028156101912892e-01,2.550417578076499936e+00
5.965746641159057617e-01,2.539396286010742188e+00
5.277116182055308080e-01,2.550424403930239947e+00
5.966829910929458691e-01,2.539400135831215710e+00
6.575347781181335449e-01,2.543833494186401367e+00
5.278204210952947006e-01,2.550431225089282883e+00
5.967913182359989577e-01,2.539403980977517516e+00
6.576432964980568618e-01,2.543834713654903545e+00
6.084951758384704590e-01,2.561375617980957031e+00
5.279292242792804624e-01,2.550438041553616308e+00
5.968996455448632998e-01,2.539407821449640501e+00
6.577518149304967254e-01,2.543835928440977945e+00
6.086044511833551551e-01,2.561378953426743710e+00
5.894176363945007324e-01,2.571788311004638672e+00
5.280380277572854775e-01,2.550444853323227790e+00
5.970079730193372791e-01,2.539411657247577558e+00
6.578603334152510751e-01,2.543837138544621901e+00
6.087137266720573647e-01,2.561382284157438516e+00
5.895273610509996765e-01,2.571792469611185794e+00
5.898958444595336914e-01,2.580074071884155273e+00
5.281467875597098960e-01,2.550451702084410854e+00
5.971162568814342153e-01,2.539415531255090563e+00
6.579688080975425457e-01,2.543838387906137477e+00
6.088229581451387595e-01,2.561385653260058515e+00
5.896370415468408233e-01,2.571796666237166296e+00
5.900058821513692875e-01,2.580078252609264489e+00
5.724502801895141602e-01,2.596102476119995117e+00
5.282555476574283260e-01,2.550458546154632078e+00
5.972245409105205738e-01,2.539419400592172416e+00
6.580772828336187708e-01,2.543839632588993815e+00
6.089321897634315528e-01,2.561389017651376054e+00
5.897467222235850404e-01,2.571800858132476275e+00
5.901159200234219471e-01,2.580082428588296839e+00
5.725610092236128601e-01,2.596107409280196787e+00
5.651928186416625977e-01,2.609051227569580078e+00
5.284001022612601073e-01,2.550468098228757530e+00
5.973684625591537678e-01,2.539424998894140195e+00
6.582214577812088852e-01,2.543841742374308712e+00
6.090773708466030723e-01,2.561393944752046625e+00
5.898925002185907429e-01,2.571806885062682735e+00
5.902621727759910231e-01,2.580088434339870229e+00
5.727081806702183364e-01,2.596114421377042181e+00
5.653407321315532252e-01,2.609058662041937815e+00
5.080322027206420898e-01,2.560396909713745117e+00
5.285446574124453845e-01,2.550477642015970048e+00
5.975123845284833202e-01,2.539430588945486456e+00
6.583656328495084420e-01,2.543843843894487478e+00
6.092225522119908421e-01,2.561398863529897874e+00
5.900382785588617063e-01,2.571812903635847913e+00
5.904084258726104428e-01,2.580094431707186331e+00
5.728553525185634543e-01,2.596121425036962638e+00
5.654886460473957932e-01,2.609066088034829978e+00
5.081773270949752064e-01,2.560407621116679078e+00
