1.302194773755452895e+00
1.302209099219469257e+00,3.735004526668836977e-01
1.302223532968728392e+00,3.735046537308281955e-01,1.220263135501657541e-02
1.302237853604968354e+00,3.735085899954695976e-01,1.220257708310117616e-02,6.861981111353646079e-02
1.302252282522196269e+00,3.735127832878776255e-01,1.220264143482696455e-02,6.862047973120746769e-02,5.156425345729701709e-02
1.302266598330765746e+00,3.735167117768083411e-01,1.220262877355788450e-02,6.862117732753421351e-02,5.156466628121495616e-02,2.622034724485098472e-02
1.302280943630873988e+00,3.735206970621176015e-01,1.220257531023534459e-02,6.862202607736649085e-02,5.156524048903327051e-02,2.622066435651969687e-02,1.021039711768750510e-02
1.302295409294319306e+00,3.735249090176229747e-01,1.220259831456986001e-02,6.862266207266398688e-02,5.156584006191751446e-02,2.622075231927915862e-02,1.021060625863976813e-02,3.123705822644615680e-03
1.302314633096215868e+00,3.735302234550453293e-01,1.220259469846285937e-02,6.862354432460009146e-02,5.156652250712615015e-02,2.622123672788220089e-02,1.021071482758995931e-02,3.123674164006313200e-03,1.433063043128236444e-02
1.302333975412998779e+00,3.735357919659416659e-01,1.220266734458638411e-02,6.862443421364056162e-02,5.156721279600321589e-02,2.622148389559003298e-02,1.021061025374507374e-02,3.123647517653282447e-03,1.433064650760039298e-02,7.795924706320741561e-03
1.302353313468589846e+00,3.735410926953520172e-01,1.220260340430975171e-02,6.862533173942921005e-02,5.156786905882865257e-02,2.622197309567457849e-02,1.021095503633169185e-02,3.123870783605883685e-03,1.433066903395183514e-02,7.796026857490472028e-03,8.166744536690145537e-03
1.302368018228969637e+00,3.735452623183714294e-01,1.220264053465893068e-02,6.862597920603331902e-02,5.156850847534660137e-02,2.622232770194544288e-02,1.021099172442493583e-02,3.123901743633501673e-03,1.433074822265418581e-02,7.795946803216321358e-03,8.166635124355069858e-03,4.570535932525431055e-02
1.302382603883510237e+00,3.735494129195327528e-01,1.220260076862333780e-02,6.862665559002968652e-02,5.156888716554839519e-02,2.622244142425377705e-02,1.021125352511935425e-02,3.123937418436191320e-03,1.433079627082358559e-02,7.796062164384514985e-03,8.166718165320229622e-03,4.570546951685680592e-02,3.517622003929087027e-02
1.302397303884994084e+00,3.735535748973722314e-01,1.220257798948882338e-02,6.862750395764133371e-02,5.156949344721935280e-02,2.622302732699827166e-02,1.021125383956044026e-02,3.123977807976398464e-03,1.433065414675441587e-02,7.795974670723352512e-03,8.166797497316472670e-03,4.570538836576202441e-02,3.517623916594767725e-02,1.701100965828972189e-02
1.302416883673048309e+00,3.735591748368621845e-01,1.220260127888823064e-02,6.862834682500582040e-02,5.157033981822870677e-02,2.622321859483476778e-02,1.021133178761285398e-02,3.123890957452404513e-03,1.433062172713864962e-02,7.796127990133985136e-03,8.166666806640259305e-03,4.570548973966965384e-02,3.517614869931791344e-02,1.701101532476232553e-02,1.419749552832091227e-02
1.304491234420051438e+00,3.782870905402464512e-01,1.043689817591114677e-02,6.788597384319858263e-02,5.057484183947529716e-02,2.553585131505507755e-02,1.041025262822450025e-02,1.693749543634889138e-02,7.044782782714091758e-03,8.061311518870066528e-03,4.565178339890658271e-02,3.518988153351509940e-02,1.704823349262136675e-02,1.420946343492381775e-02,6.263440986545879170e-03
1.313949313294499044e+00,3.770446802446101864e-01,4.365763545069646472e-03,6.711757272909842087e-02,4.992573747918578608e-02,2.586036146999923929e-02,2.401646352719870661e-02,4.570092548909072266e-03,7.315432791907239621e-03,4.574783848277149539e-02,3.520100242174612620e-02,1.711145009589257193e-02,1.423659970443430164e-02,6.278606960184539461e-03,2.755967090340613254e-03
1.316562315680889883e+00,3.778352624067860543e-01,1.657950657346011656e-03,6.676613162040689886e-02,5.043224179604473972e-02,3.935133163559425412e-02,4.470896610252716660e-03,4.877811614901848315e-03,4.645518663909039420e-02,3.517482153582537907e-02,1.717093367133946946e-02,1.428336620077614097e-02,6.312444670538265926e-03,2.766764736168709007e-03,4.207462412591626150e-02
1.319465563851591305e+00,3.793203711955490665e-01,4.753798517643549604e-03,6.723085766518985262e-02,6.384555459871719962e-02,1.941201495284653605e-02,4.600297445874892283e-03,4.894324106898562815e-02,3.502607431714756941e-02,1.706343002764899516e-02,1.432663354101755028e-02,6.369462430975606111e-03,2.790387439276766513e-03,4.205972217624990434e-02,8.212585856535579987e-03
1.323557778840777521e+00,3.815503132654594065e-01,2.978803300603171614e-03,8.078314201764109914e-02,4.403605043873385499e-02,1.938338842401332238e-02,5.565671302351397204e-02,3.464970790776506632e-02,1.627582273158852816e-02,1.425126928971303004e-02,6.422740799864480772e-03,2.831193806935576596e-03,4.202668782631707040e-02,8.228807181159309217e-03,2.918933662020518557e-02
1.329466945141540180e+00,3.830166060155594243e-01,1.503627565770444645e-02,6.116134419717301346e-02,4.407836488019589716e-02,7.033063216185599098e-02,3.473873373757294797e-02,1.355769895696506099e-02,1.370887341452778352e-02,6.329325488860014330e-03,2.871000156230122877e-03,4.197082220661394608e-02,8.264570412536123914e-03,2.919539597134455239e-02,1.187768261799862501e-02
1.335017803275069914e+00,3.646124837184733791e-01,6.853260459706085606e-03,6.148389106838993839e-02,9.443504862411992995e-02,3.975689555039953194e-02,6.841061535488953370e-03,1.206361550056641967e-02,5.654988290085724220e-03,2.807771678524127647e-03,4.191810775860239924e-02,8.325177164411241143e-03,2.920877434434127062e-02,1.188933432417411604e-02,4.879094667421419833e-03
1.305391479311250658e+00,3.826690268768476177e-01,6.535226487380315676e-03,1.120800575599932292e-01,5.658210899136061067e-02,1.103407981889040212e-02,1.050888504222067740e-02,3.748009242875751691e-03,2.422946430695585140e-03,4.201021690358463373e-02,8.383580142518436140e-03,2.923191340587205644e-02,1.191482466687713952e-02,4.896012226404719558e-03,3.230867737960422485e-03
